crew_change_id,plan_created_date,vessel_code,seafarer_id,rank,movement_type,origin_airport,connection_airport,destination_airport,number_of_connections,shortest_connection_minutes,scheduled_departure,scheduled_arrival,estimated_travel_cost_eur,joining_port,vessel_eta,reporting_deadline,port_transfer_minutes,port_agent_confirmed,vessel_eta_confidence,passport_country_code,passport_valid,visa_status,medical_valid,documents_verified,ticket_status,airport_delay_risk,weather_risk,route_complexity,arrival_buffer_minutes,risk_score,risk_level,risk_reasons,human_review_status,actual_outcome,actual_delay_minutes,crew_change_completed,additional_cost_eur,outcome_reason
CC-0147,2026-04-16,VSL-011,SEA-0014,Able Seafarer,Joining,DAC,DOH,DXB,1,168.0,2026-05-09 16:00:00+00:00,2026-05-10 06:45:00+00:00,1710,AEDXB,2026-05-10 14:57:00+00:00,2026-05-10 12:57:00+00:00,45,True,High,BD,True,Verified,True,True,Not requested,Medium,Low,Medium,327,23,Low,Arrival buffer between 4 and 8 hours: 327 minutes; Airport historical delay indicator: Medium,Not reviewed,Delayed but completed,228,True,180,Flight cancellation
CC-0020,2026-04-17,VSL-007,SEA-0056,Able Seafarer,Joining,DAC,FRA,CPH,1,128.0,2026-05-18 03:30:00+00:00,2026-05-18 22:45:00+00:00,1211,DKCPH,2026-05-19 11:01:00+00:00,2026-05-19 04:01:00+00:00,30,True,Medium,BD,True,Verified,True,True,Reserved,Medium,Medium,Medium,286,28,Medium,Arrival buffer between 4 and 8 hours: 286 minutes; Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0127,2026-04-19,VSL-012,SEA-0070,Third Engineer,Joining,MNL,FRA,CPH,1,92.0,2026-05-12 01:45:00+00:00,2026-05-12 18:00:00+00:00,1145,DKCPH,2026-05-13 04:36:00+00:00,2026-05-13 03:36:00+00:00,30,True,Medium,PH,True,Verified,True,True,Quoted,Medium,Low,Medium,546,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0019,2026-04-20,VSL-011,SEA-0085,Able Seafarer,Joining,MNL,DXB,HAM,1,125.0,2026-05-24 17:00:00+00:00,2026-05-25 10:15:00+00:00,1061,DEHAM,2026-05-25 17:50:00+00:00,2026-05-25 16:50:00+00:00,45,True,Medium,PH,True,Verified,True,True,Ticketed,Medium,Medium,Medium,350,28,Medium,Arrival buffer between 4 and 8 hours: 350 minutes; Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,Delayed but completed,216,True,180,Flight delay
CC-0120,2026-04-21,VSL-008,SEA-0054,Third Engineer,Joining,DEL,,BRU,0,,2026-05-19 14:00:00+00:00,2026-05-19 22:30:00+00:00,656,BEANR,2026-05-20 12:41:00+00:00,2026-05-20 11:41:00+00:00,50,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Low,741,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0124,2026-04-21,VSL-015,SEA-0020,Master,Joining,MNL,,OSL,0,,2026-05-29 12:00:00+00:00,2026-05-29 20:45:00+00:00,741,NOOSL,2026-05-30 18:26:00+00:00,2026-05-30 11:26:00+00:00,50,True,Medium,PH,True,Verified,True,True,Reserved,Low,Low,Low,831,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0074,2026-04-22,VSL-013,SEA-0057,Able Seafarer,Joining,MNL,DXB,BRU,1,176.0,2026-05-17 07:45:00+00:00,2026-05-17 22:45:00+00:00,965,BEANR,2026-05-18 17:56:00+00:00,2026-05-18 13:56:00+00:00,50,False,High,PH,True,Verified,True,True,Ticketed,Medium,Medium,Medium,861,23,Low,Airport historical delay indicator: Medium; Weather indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0045,2026-04-23,VSL-014,SEA-0089,Chief Engineer,Joining,CMB,DOH,BRU,1,104.0,2026-05-29 13:30:00+00:00,2026-05-30 08:00:00+00:00,1303,BEANR,2026-05-30 22:42:00+00:00,2026-05-30 21:42:00+00:00,50,True,Medium,LK,True,Manual specialist check,True,False,Reserved,Medium,Low,Medium,772,33,Medium,Visa/document status: Manual specialist check; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0107,2026-04-24,VSL-010,SEA-0001,Cook,Joining,BOM,IST,CPH,1,87.0,2026-05-24 09:30:00+00:00,2026-05-25 03:00:00+00:00,1084,DKCPH,2026-05-25 15:15:00+00:00,2026-05-25 13:15:00+00:00,30,True,High,IN,True,Verified,True,True,Quoted,Medium,Low,High,585,23,Low,Short connection: 87 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0093,2026-04-24,VSL-006,SEA-0079,Able Seafarer,Joining,DAC,DOH,SIN,1,174.0,2026-05-30 21:30:00+00:00,2026-05-31 11:30:00+00:00,970,SGSIN,2026-05-31 22:13:00+00:00,2026-05-31 19:13:00+00:00,35,True,Medium,BD,True,Verified,True,True,Ticketed,Low,Medium,Medium,428,20,Low,Arrival buffer between 4 and 8 hours: 428 minutes; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0077,2026-04-24,VSL-018,SEA-0016,Chief Engineer,Joining,DEL,FRA,DXB,1,140.0,2026-05-26 04:00:00+00:00,2026-05-27 00:15:00+00:00,863,AEDXB,2026-05-27 17:32:00+00:00,2026-05-27 11:32:00+00:00,45,False,High,IN,True,Verified,True,True,Reserved,Medium,Low,Medium,632,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0096,2026-04-24,VSL-014,SEA-0045,Able Seafarer,Joining,CMB,,HAM,0,,2026-05-20 16:45:00+00:00,2026-05-21 03:45:00+00:00,1142,DEHAM,2026-05-21 23:32:00+00:00,2026-05-21 15:32:00+00:00,45,True,High,LK,True,Verified,True,True,Quoted,Medium,Low,Low,662,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0140,2026-04-25,VSL-014,SEA-0002,Electrician,Joining,CGK,DOH,CPH,1,90.0,2026-06-06 20:30:00+00:00,2026-06-07 18:30:00+00:00,1688,DKCPH,2026-06-08 15:29:00+00:00,2026-06-08 09:29:00+00:00,30,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,869,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0009,2026-04-26,VSL-012,SEA-0055,Third Engineer,Joining,MNL,DXB,BRU,1,63.0,2026-06-08 20:15:00+00:00,2026-06-09 12:00:00+00:00,795,BEANR,2026-06-09 20:59:00+00:00,2026-06-09 17:59:00+00:00,50,True,Medium,PH,True,Verified,True,True,Ticketed,Medium,Low,High,309,38,Medium,Short connection: 63 minutes; Arrival buffer between 4 and 8 hours: 309 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0141,2026-04-28,VSL-011,SEA-0077,Chief Officer,Joining,DEL,CDG,BRE,1,75.0,2026-05-13 05:00:00+00:00,2026-05-13 22:30:00+00:00,828,DEBRV,2026-05-14 15:44:00+00:00,2026-05-14 10:44:00+00:00,75,True,Low,IN,True,Verified,True,True,Reserved,Low,Medium,High,659,20,Low,Short connection: 75 minutes; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0101,2026-04-30,VSL-010,SEA-0003,Electrician,Joining,MNL,IST,BRU,1,100.0,2026-06-07 04:45:00+00:00,2026-06-07 20:45:00+00:00,1529,BEANR,2026-06-08 17:37:00+00:00,2026-06-08 09:37:00+00:00,50,True,Medium,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,722,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0011,2026-05-01,VSL-016,SEA-0020,Second Officer,Joining,MNL,DOH,HAM,1,87.0,2026-05-18 22:45:00+00:00,2026-05-19 17:00:00+00:00,1647,DEHAM,2026-05-20 03:05:00+00:00,2026-05-20 02:05:00+00:00,45,True,High,PH,True,Verified,True,True,Ticketed,Medium,High,High,500,33,Medium,Short connection: 87 minutes; Airport historical delay indicator: Medium; Weather indicator: High,Not reviewed,Delayed but completed,176,True,180,Flight delay
CC-0037,2026-05-02,VSL-006,SEA-0061,Electrician,Joining,DAC,,BRE,0,,2026-05-23 21:30:00+00:00,2026-05-24 09:00:00+00:00,591,DEBRV,2026-05-24 14:11:00+00:00,2026-05-24 12:11:00+00:00,75,True,High,BD,True,Manual specialist check,True,False,Ticketed,Low,Medium,Low,116,55,High,Arrival buffer below 4 hours: 116 minutes; Visa/document status: Manual specialist check; Weather indicator: Medium,Not reviewed,Failed crew change,1823,False,3260,Flight delay
CC-0031,2026-05-05,VSL-015,SEA-0035,Second Engineer,Joining,DAC,FRA,LCA,1,170.0,2026-05-27 00:00:00+00:00,2026-05-27 12:30:00+00:00,1366,CYLMS,2026-05-28 01:36:00+00:00,2026-05-27 18:36:00+00:00,50,True,High,BD,True,Verified,True,True,Reserved,Low,Low,Medium,316,15,Low,Arrival buffer between 4 and 8 hours: 316 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0145,2026-05-06,VSL-001,SEA-0075,Electrician,Joining,CMB,DXB,LCA,1,169.0,2026-06-16 02:00:00+00:00,2026-06-16 15:00:00+00:00,1572,CYLMS,2026-06-17 01:07:00+00:00,2026-06-16 22:07:00+00:00,50,True,Medium,LK,True,Verified,True,True,Ticketed,Low,Medium,Medium,377,20,Low,Arrival buffer between 4 and 8 hours: 377 minutes; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0059,2026-05-06,VSL-017,SEA-0086,Second Engineer,Joining,CGK,,HAM,0,,2026-05-26 01:45:00+00:00,2026-05-26 12:30:00+00:00,1244,DEHAM,2026-05-27 02:49:00+00:00,2026-05-26 21:49:00+00:00,45,True,High,ID,True,Pending verification,True,False,Ticketed,Medium,Low,Low,514,28,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0046,2026-05-06,VSL-016,SEA-0037,Able Seafarer,Joining,CMB,IST,BRU,1,105.0,2026-05-14 01:30:00+00:00,2026-05-14 22:00:00+00:00,1377,BEANR,2026-05-15 17:16:00+00:00,2026-05-15 12:16:00+00:00,50,True,High,LK,True,Potential issue,True,False,Reserved,Medium,Low,Medium,806,43,Medium,Visa/document status: Potential issue; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0015,2026-05-10,VSL-004,SEA-0010,Cook,Joining,DEL,DXB,OSL,1,174.0,2026-06-03 20:30:00+00:00,2026-06-04 07:30:00+00:00,1432,NOOSL,2026-06-05 03:39:00+00:00,2026-06-04 20:39:00+00:00,50,True,Medium,IN,True,Verified,True,True,Ticketed,Low,Low,Medium,739,0,Low,No material risk factor identified under the prototype rules,Not reviewed,Rebooked,939,True,702,Flight delay
CC-0150,2026-05-10,VSL-004,SEA-0067,Master,Joining,CMB,CDG,LCA,1,70.0,2026-05-22 14:15:00+00:00,2026-05-23 06:00:00+00:00,1379,CYLMS,2026-05-24 01:24:00+00:00,2026-05-23 21:24:00+00:00,50,True,Medium,LK,True,Verified,True,True,Ticketed,Low,Medium,High,874,20,Low,Short connection: 70 minutes; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0099,2026-05-14,VSL-018,SEA-0042,Able Seafarer,Joining,DEL,CDG,BRE,1,100.0,2026-06-02 02:15:00+00:00,2026-06-02 18:45:00+00:00,1062,DEBRV,2026-06-03 01:45:00+00:00,2026-06-02 21:45:00+00:00,75,False,High,IN,True,Manual specialist check,True,False,Ticketed,Low,Low,Medium,105,60,High,Arrival buffer below 4 hours: 105 minutes; Visa/document status: Manual specialist check; Port agent transfer not confirmed,Not reviewed,Delayed but completed,339,True,350,Document issue
CC-0056,2026-05-15,VSL-010,SEA-0046,Chief Officer,Joining,MNL,DXB,BRE,1,78.0,2026-06-17 00:00:00+00:00,2026-06-17 20:30:00+00:00,1414,DEBRV,2026-06-18 12:41:00+00:00,2026-06-18 10:41:00+00:00,75,True,High,PH,True,Verified,True,True,Ticketed,Low,Low,High,776,15,Low,Short connection: 78 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0138,2026-05-18,VSL-011,SEA-0067,Electrician,Joining,CMB,IST,AMS,1,150.0,2026-05-25 13:00:00+00:00,2026-05-26 01:30:00+00:00,1342,NLRTM,2026-05-26 21:25:00+00:00,2026-05-26 15:25:00+00:00,75,True,Medium,LK,True,Verified,True,True,Ticketed,High,Low,Medium,760,15,Low,Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0021,2026-05-19,VSL-008,SEA-0061,Bosun,Joining,CMB,DOH,OSL,1,175.0,2026-05-31 21:15:00+00:00,2026-06-01 18:15:00+00:00,928,NOOSL,2026-06-02 07:25:00+00:00,2026-06-02 01:25:00+00:00,50,True,Medium,LK,True,Pending verification,True,False,Not requested,Low,Medium,Medium,380,40,Medium,Arrival buffer between 4 and 8 hours: 380 minutes; Visa/document status: Pending verification; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0069,2026-05-19,VSL-017,SEA-0019,Able Seafarer,Joining,CMB,FRA,LCA,1,173.0,2026-06-11 10:45:00+00:00,2026-06-12 00:00:00+00:00,1513,CYLMS,2026-06-12 15:39:00+00:00,2026-06-12 12:39:00+00:00,50,True,High,LK,True,Verified,True,True,Reserved,Low,Low,Medium,709,0,Low,No material risk factor identified under the prototype rules,Not reviewed,Delayed but completed,175,True,0,Flight delay
CC-0068,2026-05-20,VSL-016,SEA-0025,Second Engineer,Joining,MNL,CDG,SIN,1,78.0,2026-06-24 23:45:00+00:00,2026-06-25 13:00:00+00:00,1139,SGSIN,2026-06-25 21:10:00+00:00,2026-06-25 18:10:00+00:00,35,True,Low,PH,True,Verified,True,True,Ticketed,Low,Low,High,275,30,Medium,Short connection: 78 minutes; Arrival buffer between 4 and 8 hours: 275 minutes,Not reviewed,Failed crew change,2558,False,1858,Flight delay
CC-0113,2026-05-20,VSL-008,SEA-0027,Able Seafarer,Joining,BOM,IST,SIN,1,157.0,2026-06-15 02:15:00+00:00,2026-06-15 19:15:00+00:00,833,SGSIN,2026-06-16 13:53:00+00:00,2026-06-16 09:53:00+00:00,35,True,High,IN,True,Pending verification,True,False,Ticketed,Low,Low,Medium,843,20,Low,Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0032,2026-05-20,VSL-010,SEA-0030,Second Engineer,Joining,BOM,,BRU,0,,2026-06-13 01:15:00+00:00,2026-06-13 09:30:00+00:00,652,BEANR,2026-06-14 08:26:00+00:00,2026-06-14 00:26:00+00:00,50,True,High,IN,True,Verified,True,True,Ticketed,Medium,High,Low,846,18,Low,Airport historical delay indicator: Medium; Weather indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0054,2026-05-22,VSL-011,SEA-0049,Cook,Joining,BOM,IST,SIN,1,60.0,2026-06-02 00:45:00+00:00,2026-06-02 17:45:00+00:00,1364,SGSIN,2026-06-03 12:12:00+00:00,2026-06-03 04:12:00+00:00,35,True,High,IN,True,Pending verification,True,False,Ticketed,Low,Low,High,592,35,Medium,Short connection: 60 minutes; Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0108,2026-05-25,VSL-016,SEA-0018,Bosun,Joining,DAC,,BRE,0,,2026-06-14 22:15:00+00:00,2026-06-15 10:15:00+00:00,1364,DEBRV,2026-06-16 09:24:00+00:00,2026-06-16 01:24:00+00:00,75,True,High,BD,True,Verified,True,True,Ticketed,Low,Low,Low,834,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0081,2026-05-25,VSL-011,SEA-0073,Master,Joining,BOM,DOH,AMS,1,133.0,2026-06-09 18:30:00+00:00,2026-06-10 07:00:00+00:00,1553,NLRTM,2026-06-10 18:06:00+00:00,2026-06-10 13:06:00+00:00,75,True,Medium,IN,True,Verified,True,True,Reserved,High,Low,Medium,291,30,Medium,Arrival buffer between 4 and 8 hours: 291 minutes; Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0112,2026-05-25,VSL-018,SEA-0066,Chief Officer,Joining,CMB,,LCA,0,,2026-06-18 18:00:00+00:00,2026-06-19 07:15:00+00:00,1341,CYLMS,2026-06-19 15:34:00+00:00,2026-06-19 14:34:00+00:00,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Low,389,15,Low,Arrival buffer between 4 and 8 hours: 389 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0142,2026-05-28,VSL-014,SEA-0083,Able Seafarer,Joining,BOM,DOH,HAM,1,127.0,2026-06-08 18:00:00+00:00,2026-06-09 06:15:00+00:00,1558,DEHAM,2026-06-09 22:41:00+00:00,2026-06-09 21:41:00+00:00,45,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Medium,881,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0082,2026-05-28,VSL-015,SEA-0010,Able Seafarer,Joining,MNL,CDG,BRE,1,112.0,2026-07-05 10:15:00+00:00,2026-07-06 07:00:00+00:00,1250,DEBRV,2026-07-06 21:17:00+00:00,2026-07-06 20:17:00+00:00,75,True,High,PH,True,Pending verification,True,False,Ticketed,Low,Low,Medium,722,20,Low,Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0007,2026-05-30,VSL-018,SEA-0017,Chief Officer,Joining,DAC,CDG,AMS,1,45.0,2026-06-25 07:30:00+00:00,2026-06-26 01:30:00+00:00,1647,NLRTM,2026-06-26 12:09:00+00:00,2026-06-26 06:09:00+00:00,75,True,High,BD,True,Verified,True,True,Ticketed,High,Low,High,204,65,High,Tight connection: 45 minutes; Arrival buffer below 4 hours: 204 minutes; Airport historical delay indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0034,2026-05-31,VSL-007,SEA-0081,Second Officer,Joining,MNL,IST,CPH,1,151.0,2026-06-26 17:15:00+00:00,2026-06-27 13:00:00+00:00,1324,DKCPH,2026-06-28 06:41:00+00:00,2026-06-27 22:41:00+00:00,30,True,Medium,PH,True,Pending verification,True,False,Ticketed,Medium,High,Medium,551,38,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium; Weather indicator: High,Not reviewed,On time,0,True,0,No disruption
CC-0051,2026-05-31,VSL-002,SEA-0043,Second Officer,Joining,DEL,IST,LCA,1,139.0,2026-06-14 17:30:00+00:00,2026-06-15 05:15:00+00:00,1609,CYLMS,2026-06-15 16:17:00+00:00,2026-06-15 12:17:00+00:00,50,True,High,IN,True,Manual specialist check,True,False,Ticketed,Low,Medium,Medium,372,45,Medium,Arrival buffer between 4 and 8 hours: 372 minutes; Visa/document status: Manual specialist check; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0030,2026-06-01,VSL-017,SEA-0025,Chief Officer,Joining,BOM,DOH,BRE,1,163.0,2026-06-19 15:45:00+00:00,2026-06-20 07:45:00+00:00,1401,DEBRV,2026-06-21 00:56:00+00:00,2026-06-20 18:56:00+00:00,75,True,Medium,IN,True,Verified,True,True,Ticketed,Low,Low,Medium,596,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0095,2026-06-01,VSL-016,SEA-0012,Able Seafarer,Joining,CGK,DOH,SIN,1,65.0,2026-06-11 01:45:00+00:00,2026-06-11 21:15:00+00:00,887,SGSIN,2026-06-12 02:39:00+00:00,2026-06-12 00:39:00+00:00,35,True,High,ID,True,Pending verification,True,False,Reserved,Low,Medium,High,169,65,High,Short connection: 65 minutes; Arrival buffer below 4 hours: 169 minutes; Visa/document status: Pending verification; Weather indicator: Medium,Not reviewed,Delayed but completed,197,True,250,Flight delay
CC-0033,2026-06-01,VSL-002,SEA-0020,Second Officer,Joining,DEL,IST,SIN,1,119.0,2026-07-14 10:15:00+00:00,2026-07-15 08:00:00+00:00,1322,SGSIN,2026-07-15 12:50:00+00:00,2026-07-15 11:50:00+00:00,35,True,High,IN,True,Verified,True,True,Ticketed,Low,Low,Medium,195,25,Medium,Arrival buffer below 4 hours: 195 minutes,Not reviewed,Failed crew change,2676,False,1367,Vessel ETA change
CC-0028,2026-06-02,VSL-003,SEA-0065,Bosun,Joining,BOM,FRA,HAM,1,146.0,2026-07-17 20:15:00+00:00,2026-07-18 08:30:00+00:00,1414,DEHAM,2026-07-18 17:29:00+00:00,2026-07-18 12:29:00+00:00,45,True,High,IN,True,Pending verification,True,False,Ticketed,Medium,Medium,Medium,194,58,High,Arrival buffer below 4 hours: 194 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0043,2026-06-03,VSL-010,SEA-0030,Able Seafarer,Joining,MNL,DXB,AMS,1,131.0,2026-06-30 00:45:00+00:00,2026-06-30 21:45:00+00:00,1317,NLRTM,2026-07-01 13:06:00+00:00,2026-07-01 06:06:00+00:00,75,True,High,PH,True,Verified,True,True,Reserved,High,Medium,Medium,426,35,Medium,Arrival buffer between 4 and 8 hours: 426 minutes; Airport historical delay indicator: High; Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0058,2026-06-06,VSL-003,SEA-0007,Second Officer,Joining,BOM,DOH,CPH,1,81.0,2026-06-18 23:45:00+00:00,2026-06-19 12:00:00+00:00,1187,DKCPH,2026-06-20 03:38:00+00:00,2026-06-20 02:38:00+00:00,30,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Low,High,848,23,Low,Short connection: 81 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0003,2026-06-06,VSL-003,SEA-0078,Bosun,Joining,BOM,IST,DXB,1,56.0,2026-07-07 09:15:00+00:00,2026-07-08 00:15:00+00:00,1039,AEDXB,2026-07-08 08:28:00+00:00,2026-07-08 06:28:00+00:00,45,True,High,IN,True,Verified,True,True,Ticketed,Medium,Low,High,328,48,Medium,Tight connection: 56 minutes; Arrival buffer between 4 and 8 hours: 328 minutes; Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0098,2026-06-07,VSL-018,SEA-0061,Second Officer,Joining,DEL,DXB,SIN,1,60.0,2026-06-17 02:15:00+00:00,2026-06-18 00:00:00+00:00,968,SGSIN,2026-06-18 19:34:00+00:00,2026-06-18 11:34:00+00:00,35,True,High,IN,True,Potential issue,True,False,Reserved,Low,Medium,High,659,55,High,Short connection: 60 minutes; Visa/document status: Potential issue; Weather indicator: Medium,Not reviewed,Rebooked,893,True,676,Document issue
CC-0130,2026-06-08,VSL-017,SEA-0048,Able Seafarer,Joining,DEL,,BRE,0,,2026-07-23 10:45:00+00:00,2026-07-24 00:15:00+00:00,1308,DEBRV,2026-07-24 14:35:00+00:00,2026-07-24 07:35:00+00:00,75,True,High,IN,True,Verified,True,True,Ticketed,Low,Low,Low,365,15,Low,Arrival buffer between 4 and 8 hours: 365 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0004,2026-06-09,VSL-015,SEA-0019,Chief Engineer,Joining,DEL,DXB,BRU,1,101.0,2026-07-11 22:30:00+00:00,2026-07-12 09:45:00+00:00,1363,BEANR,2026-07-12 18:37:00+00:00,2026-07-12 12:37:00+00:00,50,False,High,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,122,43,Medium,Arrival buffer below 4 hours: 122 minutes; Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,Delayed but completed,138,True,350,Flight delay
CC-0094,2026-06-12,VSL-012,SEA-0054,Able Seafarer,Joining,BOM,,LCA,0,,2026-07-12 05:30:00+00:00,2026-07-12 17:30:00+00:00,1315,CYLMS,2026-07-13 11:44:00+00:00,2026-07-13 06:44:00+00:00,50,True,Low,IN,True,Verified,True,True,Ticketed,Low,Low,Low,744,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0063,2026-06-13,VSL-010,SEA-0036,Bosun,Joining,DAC,,AMS,0,,2026-07-26 09:00:00+00:00,2026-07-26 17:45:00+00:00,619,NLRTM,2026-07-27 12:25:00+00:00,2026-07-27 04:25:00+00:00,75,True,High,BD,True,Verified,True,True,Ticketed,High,High,Low,565,25,Medium,Airport historical delay indicator: High; Weather indicator: High,Not reviewed,Failed crew change,1338,False,2701,Flight delay
CC-0143,2026-06-14,VSL-008,SEA-0013,Chief Engineer,Joining,DEL,,CPH,0,,2026-07-09 06:00:00+00:00,2026-07-09 19:45:00+00:00,888,DKCPH,2026-07-10 10:45:00+00:00,2026-07-10 08:45:00+00:00,30,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Low,750,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0047,2026-06-14,VSL-014,SEA-0023,Second Officer,Joining,DEL,CDG,OSL,1,109.0,2026-07-10 14:15:00+00:00,2026-07-11 11:15:00+00:00,1732,NOOSL,2026-07-12 01:17:00+00:00,2026-07-12 00:17:00+00:00,50,True,Medium,IN,True,Pending verification,True,False,Reserved,Low,Low,Medium,732,20,Low,Visa/document status: Pending verification,Not reviewed,On time,0,True,0,No disruption
CC-0134,2026-06-15,VSL-014,SEA-0052,Third Engineer,Joining,CMB,DOH,BRE,1,125.0,2026-07-02 04:00:00+00:00,2026-07-02 15:45:00+00:00,1096,DEBRV,2026-07-03 03:10:00+00:00,2026-07-02 23:10:00+00:00,75,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Medium,370,15,Low,Arrival buffer between 4 and 8 hours: 370 minutes,Not reviewed,On time,0,True,0,No disruption
CC-0149,2026-06-16,VSL-002,SEA-0090,Electrician,Joining,DAC,,DXB,0,,2026-07-31 05:00:00+00:00,2026-07-31 12:45:00+00:00,758,AEDXB,2026-08-01 05:15:00+00:00,2026-08-01 02:15:00+00:00,45,False,High,BD,True,Verified,True,True,Ticketed,Medium,Low,Low,765,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
CC-0116,2026-06-16,VSL-011,SEA-0017,Second Engineer,Joining,DEL,CDG,CPH,1,93.0,2026-07-24 05:45:00+00:00,2026-07-24 20:45:00+00:00,1566,DKCPH,2026-07-25 16:07:00+00:00,2026-07-25 12:07:00+00:00,30,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,892,8,Low,Airport historical delay indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0115,2026-06-17,VSL-017,SEA-0088,Third Engineer,Joining,CGK,IST,BRE,1,140.0,2026-07-08 00:15:00+00:00,2026-07-08 12:00:00+00:00,796,DEBRV,2026-07-09 06:25:00+00:00,2026-07-09 01:25:00+00:00,75,True,High,ID,True,Verified,True,True,Ticketed,Low,Low,Medium,730,0,Low,No material risk factor identified under the prototype rules,Not reviewed,On time,0,True,0,No disruption
CC-0137,2026-06-17,VSL-012,SEA-0079,Master,Joining,BOM,FRA,LCA,1,152.0,2026-07-04 23:15:00+00:00,2026-07-05 11:30:00+00:00,1190,CYLMS,2026-07-06 02:42:00+00:00,2026-07-06 01:42:00+00:00,50,True,Medium,IN,True,Verified,True,True,Ticketed,Low,Medium,Medium,802,5,Low,Weather indicator: Medium,Not reviewed,On time,0,True,0,No disruption
CC-0079,2026-06-20,VSL-013,SEA-0092,Able Seafarer,Joining,BOM,IST,AMS,1,96.0,2026-08-01 19:15:00+00:00,2026-08-02 10:00:00+00:00,1599,NLRTM,2026-08-02 19:11:00+00:00,2026-08-02 13:11:00+00:00,75,False,High,IN,True,Verified,True,True,Quoted,High,Low,Medium,116,50,High,Arrival buffer below 4 hours: 116 minutes; Airport historical delay indicator: High; Port agent transfer not confirmed,Not reviewed,On time,0,True,0,No disruption
