crew_change_id,plan_created_date,vessel_code,seafarer_id,rank,movement_type,origin_airport,connection_airport,destination_airport,number_of_connections,shortest_connection_minutes,scheduled_departure,scheduled_arrival,estimated_travel_cost_eur,joining_port,vessel_eta,reporting_deadline,port_transfer_minutes,port_agent_confirmed,vessel_eta_confidence,passport_country_code,passport_valid,visa_status,medical_valid,documents_verified,ticket_status,airport_delay_risk,weather_risk,route_complexity,arrival_buffer_minutes,risk_score,risk_level,risk_reasons,ai_risk_briefing,human_review_status,actual_outcome,actual_delay_minutes,crew_change_completed,additional_cost_eur,outcome_reason
CC-0061,2026-01-20,VSL-015,SEA-0089,Cook,Joining,CMB,IST,BRE,1,156,2026-03-04T15:45:00Z,2026-03-05T04:15:00Z,1069,DEBRV,2026-03-05T23:49:00Z,2026-03-05T16:49:00Z,75,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Medium,679,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0062,2026-02-27,VSL-005,SEA-0031,Chief Officer,Joining,DEL,FRA,BRE,1,179,2026-03-16T06:45:00Z,2026-03-16T22:15:00Z,1622,DEBRV,2026-03-17T10:46:00Z,2026-03-17T04:46:00Z,75,True,High,IN,True,Verified,True,True,Reserved,Low,Low,Medium,316,15,Low,Arrival buffer between 4 and 8 hours: 316 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0063,2026-06-13,VSL-010,SEA-0036,Bosun,Joining,DAC,,AMS,0,,2026-07-26T09:00:00Z,2026-07-26T17:45:00Z,619,NLRTM,2026-07-27T12:25:00Z,2026-07-27T04:25:00Z,75,True,High,BD,True,Verified,True,True,Ticketed,High,High,Low,565,25,Medium,Airport historical delay indicator: High; Weather indicator: High,,Not reviewed,Failed crew change,1338,False,2701,Flight delay
CC-0064,2026-04-05,VSL-011,SEA-0078,Third Engineer,Joining,BOM,IST,BRE,1,59,2026-05-11T14:30:00Z,2026-05-12T02:30:00Z,1872,DEBRV,2026-05-12T22:44:00Z,2026-05-12T15:44:00Z,75,True,High,IN,True,Verified,True,True,Ticketed,Low,High,High,719,35,Medium,Tight connection: 59 minutes; Weather indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0065,2026-08-13,VSL-010,SEA-0050,Third Engineer,Joining,CMB,,HAM,0,,2026-08-22T14:30:00Z,2026-08-23T02:30:00Z,712,DEHAM,2026-08-23T16:21:00Z,2026-08-23T13:21:00Z,45,True,High,LK,True,Verified,True,True,Reserved,Medium,Low,Low,606,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0066,2026-03-20,VSL-013,SEA-0017,Bosun,Joining,MNL,FRA,DXB,1,61,2026-05-04T00:00:00Z,2026-05-04T19:45:00Z,899,AEDXB,2026-05-05T07:50:00Z,2026-05-05T02:50:00Z,45,True,Low,PH,True,Pending verification,True,False,Ticketed,Medium,Low,High,380,58,High,Short connection: 61 minutes; Arrival buffer between 4 and 8 hours: 380 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0067,2026-07-01,VSL-004,SEA-0065,Able Seafarer,Joining,DAC,DXB,CPH,1,77,2026-07-09T02:00:00Z,2026-07-09T23:45:00Z,869,DKCPH,2026-07-10T16:25:00Z,2026-07-10T10:25:00Z,30,True,Medium,BD,True,Verified,True,True,Quoted,Medium,Low,High,610,23,Low,Short connection: 77 minutes; Airport historical delay indicator: Medium,,Not reviewed,Delayed but completed,128,True,75,Flight cancellation
CC-0068,2026-05-20,VSL-016,SEA-0025,Second Engineer,Joining,MNL,CDG,SIN,1,78,2026-06-24T23:45:00Z,2026-06-25T13:00:00Z,1139,SGSIN,2026-06-25T21:10:00Z,2026-06-25T18:10:00Z,35,True,Low,PH,True,Verified,True,True,Ticketed,Low,Low,High,275,30,Medium,Short connection: 78 minutes; Arrival buffer between 4 and 8 hours: 275 minutes,,Not reviewed,Failed crew change,2558,False,1858,Flight delay
CC-0069,2026-05-19,VSL-017,SEA-0019,Able Seafarer,Joining,CMB,FRA,LCA,1,173,2026-06-11T10:45:00Z,2026-06-12T00:00:00Z,1513,CYLMS,2026-06-12T15:39:00Z,2026-06-12T12:39:00Z,50,True,High,LK,True,Verified,True,True,Reserved,Low,Low,Medium,709,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,Delayed but completed,175,True,0,Flight delay
CC-0070,2026-02-27,VSL-016,SEA-0090,Able Seafarer,Joining,CMB,IST,BRU,1,151,2026-03-11T08:45:00Z,2026-03-12T04:15:00Z,809,BEANR,2026-03-12T17:36:00Z,2026-03-12T10:36:00Z,50,False,Medium,LK,True,Verified,True,True,Reserved,Medium,Low,Medium,331,33,Medium,Arrival buffer between 4 and 8 hours: 331 minutes; Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,Delayed but completed,201,True,75,Flight cancellation
CC-0071,2026-03-28,VSL-001,SEA-0081,Electrician,Joining,CMB,IST,LCA,1,49,2026-04-19T16:15:00Z,2026-04-20T06:00:00Z,1761,CYLMS,2026-04-20T15:13:00Z,2026-04-20T10:13:00Z,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,High,203,50,High,Tight connection: 49 minutes; Arrival buffer below 4 hours: 203 minutes,,Not reviewed,Rebooked,244,True,363,Flight delay
CC-0072,2026-04-05,VSL-002,SEA-0082,Second Engineer,Joining,BOM,CDG,AMS,1,135,2026-04-16T17:45:00Z,2026-04-17T06:45:00Z,869,NLRTM,2026-04-18T00:26:00Z,2026-04-17T18:26:00Z,75,True,High,IN,True,Manual specialist check,True,False,Ticketed,High,Low,Medium,626,40,Medium,Visa/document status: Manual specialist check; Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0073,2026-06-22,VSL-015,SEA-0005,Chief Engineer,Joining,BOM,DXB,HAM,1,106,2026-07-21T07:00:00Z,2026-07-22T03:30:00Z,905,DEHAM,2026-07-22T09:01:00Z,2026-07-22T08:01:00Z,45,True,High,IN,True,Verified,True,True,Quoted,Medium,Medium,Medium,226,38,Medium,Arrival buffer below 4 hours: 226 minutes; Airport historical delay indicator: Medium; Weather indicator: Medium,,Not reviewed,Delayed but completed,275,True,350,Flight cancellation
CC-0074,2026-04-22,VSL-013,SEA-0057,Able Seafarer,Joining,MNL,DXB,BRU,1,176,2026-05-17T07:45:00Z,2026-05-17T22:45:00Z,965,BEANR,2026-05-18T17:56:00Z,2026-05-18T13:56:00Z,50,False,High,PH,True,Verified,True,True,Ticketed,Medium,Medium,Medium,861,23,Low,Airport historical delay indicator: Medium; Weather indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0075,2026-03-07,VSL-015,SEA-0078,Able Seafarer,Joining,CMB,DXB,AMS,1,177,2026-04-21T19:00:00Z,2026-04-22T17:45:00Z,1323,NLRTM,2026-04-23T04:50:00Z,2026-04-22T21:50:00Z,75,True,High,LK,True,Potential issue,True,False,Reserved,High,Low,Medium,170,75,High,Arrival buffer below 4 hours: 170 minutes; Visa/document status: Potential issue; Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0076,2026-04-15,VSL-012,SEA-0047,Second Engineer,Joining,BOM,DXB,LCA,1,156,2026-04-23T07:00:00Z,2026-04-23T19:45:00Z,838,CYLMS,2026-04-24T07:17:00Z,2026-04-24T04:17:00Z,50,True,High,IN,True,Verified,True,True,Ticketed,Low,Low,Medium,462,15,Low,Arrival buffer between 4 and 8 hours: 462 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0077,2026-04-24,VSL-018,SEA-0016,Chief Engineer,Joining,DEL,FRA,DXB,1,140,2026-05-26T04:00:00Z,2026-05-27T00:15:00Z,863,AEDXB,2026-05-27T17:32:00Z,2026-05-27T11:32:00Z,45,False,High,IN,True,Verified,True,True,Reserved,Medium,Low,Medium,632,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0078,2026-03-04,VSL-006,SEA-0092,Able Seafarer,Joining,DEL,DXB,LCA,1,170,2026-04-08T20:00:00Z,2026-04-09T09:00:00Z,1353,CYLMS,2026-04-09T22:02:00Z,2026-04-09T19:02:00Z,50,False,Medium,IN,True,Potential issue,True,False,Reserved,Low,Medium,Medium,552,50,High,Visa/document status: Potential issue; Weather indicator: Medium; Port agent transfer not confirmed,,Not reviewed,Failed crew change,985,False,3152,Flight delay
CC-0079,2026-06-20,VSL-013,SEA-0092,Able Seafarer,Joining,BOM,IST,AMS,1,96,2026-08-01T19:15:00Z,2026-08-02T10:00:00Z,1599,NLRTM,2026-08-02T19:11:00Z,2026-08-02T13:11:00Z,75,False,High,IN,True,Verified,True,True,Quoted,High,Low,Medium,116,50,High,Arrival buffer below 4 hours: 116 minutes; Airport historical delay indicator: High; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0080,2026-04-16,VSL-002,SEA-0016,Electrician,Joining,DAC,,ATH,0,,2026-05-01T13:00:00Z,2026-05-01T23:45:00Z,682,GRPIR,2026-05-02T19:51:00Z,2026-05-02T13:51:00Z,60,True,High,BD,True,Pending verification,True,False,Ticketed,Medium,Medium,Low,786,33,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0081,2026-05-25,VSL-011,SEA-0073,Master,Joining,BOM,DOH,AMS,1,133,2026-06-09T18:30:00Z,2026-06-10T07:00:00Z,1553,NLRTM,2026-06-10T18:06:00Z,2026-06-10T13:06:00Z,75,True,Medium,IN,True,Verified,True,True,Reserved,High,Low,Medium,291,30,Medium,Arrival buffer between 4 and 8 hours: 291 minutes; Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0082,2026-05-28,VSL-015,SEA-0010,Able Seafarer,Joining,MNL,CDG,BRE,1,112,2026-07-05T10:15:00Z,2026-07-06T07:00:00Z,1250,DEBRV,2026-07-06T21:17:00Z,2026-07-06T20:17:00Z,75,True,High,PH,True,Pending verification,True,False,Ticketed,Low,Low,Medium,722,20,Low,Visa/document status: Pending verification,,Not reviewed,On time,0,True,0,No disruption
CC-0083,2026-03-31,VSL-002,SEA-0038,Cook,Joining,CMB,DXB,ATH,1,81,2026-04-30T16:30:00Z,2026-05-01T15:00:00Z,1236,GRPIR,2026-05-02T03:18:00Z,2026-05-02T00:18:00Z,60,True,Medium,LK,True,Verified,True,True,Reserved,Medium,Low,High,498,23,Low,Short connection: 81 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0084,2026-07-22,VSL-012,SEA-0007,Chief Officer,Joining,DEL,DOH,ATH,1,128,2026-08-29T07:30:00Z,2026-08-29T21:45:00Z,1241,GRPIR,2026-08-30T16:45:00Z,2026-08-30T08:45:00Z,60,True,High,IN,True,Pending verification,True,False,Reserved,Medium,Low,Medium,600,28,Medium,Visa/document status: Pending verification; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0085,2026-02-25,VSL-015,SEA-0071,Chief Engineer,Joining,BOM,IST,LCA,1,155,2026-03-27T00:30:00Z,2026-03-27T23:00:00Z,982,CYLMS,2026-03-28T21:22:00Z,2026-03-28T14:22:00Z,50,True,Low,IN,True,Verified,True,True,Reserved,Low,Low,Medium,872,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0086,2026-03-03,VSL-016,SEA-0067,Third Engineer,Joining,MNL,,DXB,0,,2026-03-19T18:45:00Z,2026-03-20T04:15:00Z,450,AEDXB,2026-03-20T22:01:00Z,2026-03-20T16:01:00Z,45,True,Medium,PH,True,Verified,True,True,Reserved,Medium,Low,Low,661,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0087,2026-02-21,VSL-004,SEA-0054,Bosun,Joining,DEL,CDG,SIN,1,126,2026-04-01T13:45:00Z,2026-04-02T10:15:00Z,1299,SGSIN,2026-04-03T04:27:00Z,2026-04-02T22:27:00Z,35,True,Medium,IN,True,Pending verification,True,False,Reserved,Low,Low,Medium,697,20,Low,Visa/document status: Pending verification,,Not reviewed,On time,0,True,0,No disruption
CC-0088,2026-07-03,VSL-007,SEA-0053,Electrician,Joining,DAC,CDG,HAM,1,103,2026-07-19T01:00:00Z,2026-07-19T21:45:00Z,1185,DEHAM,2026-07-20T09:54:00Z,2026-07-20T02:54:00Z,45,True,Medium,BD,True,Pending verification,True,False,Reserved,Medium,Low,Medium,264,43,Medium,Arrival buffer between 4 and 8 hours: 264 minutes; Visa/document status: Pending verification; Airport historical delay indicator: Medium,,Not reviewed,Delayed but completed,39,True,180,Document issue
CC-0089,2026-03-14,VSL-009,SEA-0079,Third Engineer,Joining,CGK,DOH,LCA,1,177,2026-04-10T06:30:00Z,2026-04-11T04:15:00Z,1690,CYLMS,2026-04-11T22:33:00Z,2026-04-11T15:33:00Z,50,True,Low,ID,True,Manual specialist check,True,False,Ticketed,Low,Low,Medium,628,25,Medium,Visa/document status: Manual specialist check,,Not reviewed,On time,0,True,0,No disruption
CC-0090,2026-08-07,VSL-008,SEA-0032,Chief Officer,Joining,MNL,IST,CPH,1,133,2026-08-27T10:45:00Z,2026-08-28T08:15:00Z,845,DKCPH,2026-08-29T07:00:00Z,2026-08-28T23:00:00Z,30,False,Low,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,855,18,Low,Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0091,2026-03-13,VSL-010,SEA-0042,Chief Engineer,Joining,CGK,,BRU,0,,2026-03-20T10:45:00Z,2026-03-20T20:30:00Z,754,BEANR,2026-03-21T03:32:00Z,2026-03-21T00:32:00Z,50,True,High,ID,True,Manual specialist check,True,False,Ticketed,Medium,High,Low,192,68,High,Arrival buffer below 4 hours: 192 minutes; Visa/document status: Manual specialist check; Airport historical delay indicator: Medium; Weather indicator: High,,Not reviewed,Rebooked,668,True,916,Flight delay
CC-0092,2026-07-18,VSL-004,SEA-0043,Chief Engineer,Joining,CGK,CDG,BRE,1,54,2026-08-25T07:15:00Z,2026-08-26T00:30:00Z,692,DEBRV,2026-08-26T10:52:00Z,2026-08-26T03:52:00Z,75,False,Low,ID,True,Verified,True,True,Reserved,Low,Medium,High,127,65,High,Tight connection: 54 minutes; Arrival buffer below 4 hours: 127 minutes; Weather indicator: Medium; Port agent transfer not confirmed,,Not reviewed,On time,0,True,0,No disruption
CC-0093,2026-04-24,VSL-006,SEA-0079,Able Seafarer,Joining,DAC,DOH,SIN,1,174,2026-05-30T21:30:00Z,2026-05-31T11:30:00Z,970,SGSIN,2026-05-31T22:13:00Z,2026-05-31T19:13:00Z,35,True,Medium,BD,True,Verified,True,True,Ticketed,Low,Medium,Medium,428,20,Low,Arrival buffer between 4 and 8 hours: 428 minutes; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0094,2026-06-12,VSL-012,SEA-0054,Able Seafarer,Joining,BOM,,LCA,0,,2026-07-12T05:30:00Z,2026-07-12T17:30:00Z,1315,CYLMS,2026-07-13T11:44:00Z,2026-07-13T06:44:00Z,50,True,Low,IN,True,Verified,True,True,Ticketed,Low,Low,Low,744,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0095,2026-06-01,VSL-016,SEA-0012,Able Seafarer,Joining,CGK,DOH,SIN,1,65,2026-06-11T01:45:00Z,2026-06-11T21:15:00Z,887,SGSIN,2026-06-12T02:39:00Z,2026-06-12T00:39:00Z,35,True,High,ID,True,Pending verification,True,False,Reserved,Low,Medium,High,169,65,High,Short connection: 65 minutes; Arrival buffer below 4 hours: 169 minutes; Visa/document status: Pending verification; Weather indicator: Medium,,Not reviewed,Delayed but completed,197,True,250,Flight delay
CC-0096,2026-04-24,VSL-014,SEA-0045,Able Seafarer,Joining,CMB,,HAM,0,,2026-05-20T16:45:00Z,2026-05-21T03:45:00Z,1142,DEHAM,2026-05-21T23:32:00Z,2026-05-21T15:32:00Z,45,True,High,LK,True,Verified,True,True,Quoted,Medium,Low,Low,662,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0097,2026-03-26,VSL-004,SEA-0023,Cook,Joining,MNL,FRA,HAM,1,53,2026-04-25T17:45:00Z,2026-04-26T07:00:00Z,1120,DEHAM,2026-04-27T05:19:00Z,2026-04-26T22:19:00Z,45,False,High,PH,True,Potential issue,True,False,Reserved,Medium,Low,High,874,78,High,Tight connection: 53 minutes; Visa/document status: Potential issue; Airport historical delay indicator: Medium; Port agent transfer not confirmed,,Not reviewed,Failed crew change,1048,False,3108,Port transfer issue
CC-0098,2026-06-07,VSL-018,SEA-0061,Second Officer,Joining,DEL,DXB,SIN,1,60,2026-06-17T02:15:00Z,2026-06-18T00:00:00Z,968,SGSIN,2026-06-18T19:34:00Z,2026-06-18T11:34:00Z,35,True,High,IN,True,Potential issue,True,False,Reserved,Low,Medium,High,659,55,High,Short connection: 60 minutes; Visa/document status: Potential issue; Weather indicator: Medium,,Not reviewed,Rebooked,893,True,676,Document issue
CC-0099,2026-05-14,VSL-018,SEA-0042,Able Seafarer,Joining,DEL,CDG,BRE,1,100,2026-06-02T02:15:00Z,2026-06-02T18:45:00Z,1062,DEBRV,2026-06-03T01:45:00Z,2026-06-02T21:45:00Z,75,False,High,IN,True,Manual specialist check,True,False,Ticketed,Low,Low,Medium,105,60,High,Arrival buffer below 4 hours: 105 minutes; Visa/document status: Manual specialist check; Port agent transfer not confirmed,,Not reviewed,Delayed but completed,339,True,350,Document issue
CC-0100,2026-03-21,VSL-002,SEA-0001,Third Engineer,Joining,DAC,FRA,ATH,1,131,2026-04-19T23:45:00Z,2026-04-20T22:30:00Z,1547,GRPIR,2026-04-21T11:51:00Z,2026-04-21T08:51:00Z,60,True,Medium,BD,True,Verified,True,True,Ticketed,Medium,Medium,Medium,561,13,Low,Airport historical delay indicator: Medium; Weather indicator: Medium,,Not reviewed,Delayed but completed,298,True,0,Severe weather
CC-0101,2026-04-30,VSL-010,SEA-0003,Electrician,Joining,MNL,IST,BRU,1,100,2026-06-07T04:45:00Z,2026-06-07T20:45:00Z,1529,BEANR,2026-06-08T17:37:00Z,2026-06-08T09:37:00Z,50,True,Medium,PH,True,Verified,True,True,Ticketed,Medium,Low,Medium,722,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0102,2026-02-18,VSL-008,SEA-0039,Able Seafarer,Joining,DEL,,ATH,0,,2026-03-19T16:15:00Z,2026-03-20T00:30:00Z,1128,GRPIR,2026-03-20T18:34:00Z,2026-03-20T13:34:00Z,60,True,Medium,IN,True,Verified,True,True,Reserved,Medium,Low,Low,724,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0103,2026-02-21,VSL-005,SEA-0089,Able Seafarer,Joining,DAC,DOH,SIN,1,125,2026-03-04T00:15:00Z,2026-03-04T20:30:00Z,1435,SGSIN,2026-03-05T18:25:00Z,2026-03-05T11:25:00Z,35,True,High,BD,True,Verified,True,True,Reserved,Low,Low,Medium,860,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0104,2026-04-07,VSL-014,SEA-0024,Bosun,Joining,MNL,,OSL,0,,2026-04-15T01:00:00Z,2026-04-15T10:45:00Z,1116,NOOSL,2026-04-16T08:17:00Z,2026-04-16T02:17:00Z,50,True,Medium,PH,True,Verified,True,True,Ticketed,Low,Medium,Low,882,5,Low,Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0105,2026-02-13,VSL-003,SEA-0024,Third Engineer,Joining,DAC,DOH,BRE,1,63,2026-03-16T22:30:00Z,2026-03-17T12:15:00Z,1156,DEBRV,2026-03-18T06:08:00Z,2026-03-18T03:08:00Z,75,True,High,BD,True,Verified,True,True,Quoted,Low,Low,High,818,15,Low,Short connection: 63 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0106,2026-02-15,VSL-006,SEA-0088,Second Engineer,Joining,CMB,,SIN,0,,2026-03-18T09:30:00Z,2026-03-18T20:30:00Z,960,SGSIN,2026-03-19T14:46:00Z,2026-03-19T08:46:00Z,35,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Low,701,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0107,2026-04-24,VSL-010,SEA-0001,Cook,Joining,BOM,IST,CPH,1,87,2026-05-24T09:30:00Z,2026-05-25T03:00:00Z,1084,DKCPH,2026-05-25T15:15:00Z,2026-05-25T13:15:00Z,30,True,High,IN,True,Verified,True,True,Quoted,Medium,Low,High,585,23,Low,Short connection: 87 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0108,2026-05-25,VSL-016,SEA-0018,Bosun,Joining,DAC,,BRE,0,,2026-06-14T22:15:00Z,2026-06-15T10:15:00Z,1364,DEBRV,2026-06-16T09:24:00Z,2026-06-16T01:24:00Z,75,True,High,BD,True,Verified,True,True,Ticketed,Low,Low,Low,834,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0109,2026-01-27,VSL-016,SEA-0014,Chief Engineer,Joining,BOM,FRA,ATH,1,72,2026-03-03T01:00:00Z,2026-03-03T16:15:00Z,980,GRPIR,2026-03-04T07:27:00Z,2026-03-04T03:27:00Z,60,True,Low,IN,True,Verified,True,True,Ticketed,Medium,Low,High,612,23,Low,Short connection: 72 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0110,2026-04-01,VSL-004,SEA-0003,Able Seafarer,Joining,MNL,DOH,BRE,1,134,2026-04-30T13:30:00Z,2026-05-01T07:45:00Z,979,DEBRV,2026-05-02T03:23:00Z,2026-05-01T19:23:00Z,75,True,Medium,PH,True,Verified,True,True,Ticketed,Low,Low,Medium,623,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0111,2026-03-02,VSL-007,SEA-0058,Bosun,Joining,CGK,,AMS,0,,2026-04-03T21:15:00Z,2026-04-04T07:00:00Z,1305,NLRTM,2026-04-04T21:38:00Z,2026-04-04T17:38:00Z,75,True,High,ID,True,Verified,True,True,Ticketed,High,Low,Low,563,15,Low,Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0112,2026-05-25,VSL-018,SEA-0066,Chief Officer,Joining,CMB,,LCA,0,,2026-06-18T18:00:00Z,2026-06-19T07:15:00Z,1341,CYLMS,2026-06-19T15:34:00Z,2026-06-19T14:34:00Z,50,True,High,LK,True,Verified,True,True,Ticketed,Low,Low,Low,389,15,Low,Arrival buffer between 4 and 8 hours: 389 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0113,2026-05-20,VSL-008,SEA-0027,Able Seafarer,Joining,BOM,IST,SIN,1,157,2026-06-15T02:15:00Z,2026-06-15T19:15:00Z,833,SGSIN,2026-06-16T13:53:00Z,2026-06-16T09:53:00Z,35,True,High,IN,True,Pending verification,True,False,Ticketed,Low,Low,Medium,843,20,Low,Visa/document status: Pending verification,,Not reviewed,On time,0,True,0,No disruption
CC-0114,2026-08-05,VSL-005,SEA-0073,Able Seafarer,Joining,CMB,DXB,OSL,1,45,2026-08-16T17:00:00Z,2026-08-17T15:45:00Z,1643,NOOSL,2026-08-18T10:55:00Z,2026-08-18T04:55:00Z,50,False,Medium,LK,True,Pending verification,True,False,Reserved,Low,Low,High,740,55,High,Tight connection: 45 minutes; Visa/document status: Pending verification; Port agent transfer not confirmed,,Not reviewed,Failed crew change,1819,False,2222,Port transfer issue
CC-0115,2026-06-17,VSL-017,SEA-0088,Third Engineer,Joining,CGK,IST,BRE,1,140,2026-07-08T00:15:00Z,2026-07-08T12:00:00Z,796,DEBRV,2026-07-09T06:25:00Z,2026-07-09T01:25:00Z,75,True,High,ID,True,Verified,True,True,Ticketed,Low,Low,Medium,730,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
CC-0116,2026-06-16,VSL-011,SEA-0017,Second Engineer,Joining,DEL,CDG,CPH,1,93,2026-07-24T05:45:00Z,2026-07-24T20:45:00Z,1566,DKCPH,2026-07-25T16:07:00Z,2026-07-25T12:07:00Z,30,True,Medium,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,892,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0117,2026-02-13,VSL-008,SEA-0008,Second Officer,Joining,DAC,,SIN,0,,2026-03-17T05:30:00Z,2026-03-17T12:45:00Z,589,SGSIN,2026-03-17T23:29:00Z,2026-03-17T17:29:00Z,35,True,Low,BD,True,Verified,True,True,Ticketed,Low,Medium,Low,249,20,Low,Arrival buffer between 4 and 8 hours: 249 minutes; Weather indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0118,2026-07-01,VSL-005,SEA-0035,Able Seafarer,Joining,CMB,IST,BRE,1,124,2026-07-08T08:15:00Z,2026-07-08T20:15:00Z,1520,DEBRV,2026-07-09T14:04:00Z,2026-07-09T11:04:00Z,75,True,High,LK,True,Verified,True,True,Reserved,Low,High,Medium,814,10,Low,Weather indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0119,2026-02-02,VSL-004,SEA-0030,Able Seafarer,Joining,BOM,DXB,HAM,1,179,2026-03-13T09:30:00Z,2026-03-14T07:30:00Z,963,DEHAM,2026-03-15T02:13:00Z,2026-03-14T18:13:00Z,45,True,High,IN,True,Verified,True,True,Ticketed,Medium,Low,Medium,598,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0120,2026-04-21,VSL-008,SEA-0054,Third Engineer,Joining,DEL,,BRU,0,,2026-05-19T14:00:00Z,2026-05-19T22:30:00Z,656,BEANR,2026-05-20T12:41:00Z,2026-05-20T11:41:00Z,50,True,High,IN,True,Verified,True,True,Reserved,Medium,Low,Low,741,8,Low,Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0121,2026-07-09,VSL-005,SEA-0031,Chief Engineer,Joining,CGK,IST,AMS,1,104,2026-08-22T05:45:00Z,2026-08-23T04:15:00Z,1262,NLRTM,2026-08-23T16:49:00Z,2026-08-23T14:49:00Z,75,True,Medium,ID,True,Verified,True,True,Ticketed,High,Low,Medium,559,15,Low,Airport historical delay indicator: High,,Not reviewed,On time,0,True,0,No disruption
CC-0122,2026-04-13,VSL-007,SEA-0058,Second Engineer,Joining,CGK,DXB,ATH,1,126,2026-05-27T22:30:00Z,2026-05-28T12:30:00Z,1047,GRPIR,2026-05-28T21:27:00Z,2026-05-28T18:27:00Z,60,True,High,ID,True,Verified,True,True,Reserved,Medium,Low,Medium,297,23,Low,Arrival buffer between 4 and 8 hours: 297 minutes; Airport historical delay indicator: Medium,,Not reviewed,On time,0,True,0,No disruption
CC-0123,2026-06-26,VSL-006,SEA-0004,Cook,Joining,MNL,,BRE,0,,2026-07-12T05:30:00Z,2026-07-12T18:30:00Z,1243,DEBRV,2026-07-13T06:55:00Z,2026-07-13T00:55:00Z,75,True,Medium,PH,True,Verified,True,True,Reserved,Low,Low,Low,310,15,Low,Arrival buffer between 4 and 8 hours: 310 minutes,,Not reviewed,On time,0,True,0,No disruption
CC-0124,2026-04-21,VSL-015,SEA-0020,Master,Joining,MNL,,OSL,0,,2026-05-29T12:00:00Z,2026-05-29T20:45:00Z,741,NOOSL,2026-05-30T18:26:00Z,2026-05-30T11:26:00Z,50,True,Medium,PH,True,Verified,True,True,Reserved,Low,Low,Low,831,0,Low,No material risk factor identified under the prototype rules,,Not reviewed,On time,0,True,0,No disruption
